"MasterFundCode","FullName","InceptionDate","Category"
"001331","鹏华弘信灵活配置混合型证券投资基金","2015-05-25","混合型基金"
"001333","大成景鹏灵活配置混合型证券投资基金","2015-05-22","混合型基金"
"001334","南方利鑫灵活配置混合型证券投资基金","2015-05-20","混合型基金"
"001335","南方利众灵活配置混合型证券投资基金","2015-05-21","混合型基金"
"001336","鹏华弘益灵活配置混合型证券投资基金","2015-05-29","混合型基金"
"001339","兴银鼎新灵活配置混合型证券投资基金","2015-05-25","混合型基金"
"001340","华泰柏瑞惠利灵活配置混合型证券投资基金","2015-05-25","混合型基金"
"001342","易方达新享灵活配置混合型证券投资基金","2015-05-29","混合型基金"
"001344","易方达沪深300医药卫生交易型开放式指数证券投资基金联接基金","2017-11-22","股票型基金"
"001345","富国新收益灵活配置混合型证券投资基金","2015-05-26","混合型基金"
"001348","摩根士丹利华鑫新机遇灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001349","富国改革动力混合型证券投资基金","2015-05-20","混合型基金"
"001351","诺安中证500指数增强型证券投资基金","2015-06-09","股票型基金"
"001352","民生加银新战略灵活配置混合型证券投资基金","2015-06-26","混合型基金"
"001353","广发聚康混合型证券投资基金","2015-06-01","混合型基金"
"001355","广发聚泰混合型证券投资基金","2015-06-08","混合型基金"
"001357","泓德泓富灵活配置混合型证券投资基金","2015-06-09","混合型基金"
"001358","宝盈祥泰混合型证券投资基金","2015-05-29","混合型基金"
"001359","国联安添鑫灵活配置混合型证券投资基金","2015-06-02","混合型基金"
"001361","景顺长城中证科技传媒通信150交易型开放式指数证券投资基金联接基金","2015-06-15","股票型基金"
"001362","景顺长城领先回报灵活配置混合型证券投资基金","2015-05-25","混合型基金"
"001363","长城久惠灵活配置混合型证券投资基金","2015-07-27","混合型基金"
"001364","大成景润灵活配置混合型证券投资基金","2017-01-25","混合型基金"
"001365","大成正向回报灵活配置混合型证券投资基金","2015-07-08","混合型基金"
"001366","金鹰产业整合灵活配置混合型证券投资基金","2015-06-16","混合型基金"
"001367","德邦新添利债券型证券投资基金","2015-06-19","债券型基金"
"001368","兴业稳固收益一年理财债券型证券投资基金","2015-06-10","债券型基金"
"001369","兴业稳固收益两年理财债券型证券投资基金","2015-06-10","债券型基金"
"001370","中银新趋势灵活配置混合型证券投资基金","2015-05-29","混合型基金"
"001371","富国沪港深价值精选灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001373","易方达新丝路灵活配置混合型证券投资基金","2015-05-27","混合型基金"
"001377","中融新产业灵活配置混合型证券投资基金","2017-07-12","混合型基金"
"001382","易方达国企改革混合型证券投资基金","2017-08-23","混合型基金"
"001384","东方新思路灵活配置混合型证券投资基金","2015-06-25","混合型基金"
"001386","天弘弘运宝货币市场基金","2015-08-13","货币型基金"
"001387","中融新经济灵活配置混合型证券投资基金","2015-11-17","混合型基金"
"001389","中融鑫视野灵活配置混合型证券投资基金","2015-10-20","混合型基金"
"001392","富兰克林国海金融地产灵活配置混合型证券投资基金","2015-06-09","混合型基金"
"001394","博时新趋势灵活配置混合型证券投资基金","2015-05-29","混合型基金"
"001396","建信互联网+产业升级股票型证券投资基金","2015-06-23","股票型基金"
"001397","建信精工制造指数增强型证券投资基金","2015-08-26","股票型基金"
"001398","华泰柏瑞健康生活灵活配置混合型证券投资基金","2015-06-18","混合型基金"
"001399","安信鑫安得利灵活配置混合型证券投资基金","2015-06-05","混合型基金"
"001401","德邦如意货币市场基金","2016-02-03","货币型基金"
"001402","信诚新选回报灵活配置混合型证券投资基金","2015-06-05","混合型基金"
"001403","招商国企改革主题混合型证券投资基金","2015-06-29","混合型基金"
"001404","招商移动互联网产业股票型证券投资基金","2015-06-19","股票型基金"
"001405","东方红策略精选灵活配置混合型发起式证券投资基金","2015-06-05","混合型基金"
"001408","建信鑫丰回报灵活配置混合型证券投资基金","2015-06-16","混合型基金"
"001409","工银瑞信互联网加股票型证券投资基金","2015-06-05","股票型基金"
"001410","信澳新能源产业股票型证券投资基金","2015-07-31","股票型基金"
"001411","诺安创新驱动灵活配置混合型证券投资基金","2015-06-18","混合型基金"
"001412","德邦鑫星价值灵活配置混合型证券投资基金","2015-06-19","混合型基金"
"001413","中融鑫起点灵活配置混合型证券投资基金","2015-06-12","混合型基金"
"001415","信诚新锐回报灵活配置混合型证券投资基金","2015-06-11","混合型基金"
"001416","嘉实事件驱动股票型证券投资基金","2015-06-09","股票型基金"
"001417","汇添富医疗服务灵活配置混合型证券投资基金","2015-06-18","混合型基金"
"001418","泰达宏利创益灵活配置混合型证券投资基金","2015-06-16","混合型基金"
"001419","泰达宏利新思路灵活配置混合型证券投资基金","2015-06-16","混合型基金"
"001420","南方大数据300指数证券投资基金","2015-06-24","股票型基金"
"001421","南方量化成长股票型证券投资基金","2015-06-29","股票型基金"
"001422","景顺长城安享回报灵活配置混合型证券投资基金","2015-06-15","混合型基金"
"001424","博时新起点灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001427","招商丰泽灵活配置混合型证券投资基金","2015-06-11","混合型基金"
"001429","博时新财富混合型证券投资基金","2015-06-24","混合型基金"
"001430","中邮乐享收益灵活配置混合型证券投资基金","2015-06-15","混合型基金"
"001431","方正富邦优选灵活配置混合型证券投资基金","2015-06-25","混合型基金"
"001433","易方达瑞景灵活配置混合型证券投资基金","2015-06-30","混合型基金"
"001437","易方达瑞享灵活配置混合型证券投资基金","2015-06-26","混合型基金"
"001441","易方达瑞信灵活配置混合型证券投资基金","2018-01-30","混合型基金"
"001443","易方达瑞选灵活配置混合型证券投资基金","2015-12-02","混合型基金"
"001445","华安国企改革主题灵活配置混合型证券投资基金","2015-06-29","混合型基金"
"001447","天弘惠利灵活配置混合型证券投资基金","2015-06-10","混合型基金"
"001448","华商双翼平衡混合型证券投资基金","2015-06-16","混合型基金"
"001449","华商双驱优选灵活配置混合型证券投资基金","2015-07-08","混合型基金"
"001450","东方稳定增利债券型证券投资基金","2015-09-30","债券型基金"
"001453","鹏华弘鑫灵活配置混合型证券投资基金","2015-06-18","混合型基金"
"001455","景顺长城中证500交易型开放式指数证券投资基金联接基金","2015-06-29","股票型基金"
"001456","华泰柏瑞中国制造2025灵活配置混合型证券投资基金","2015-08-04","混合型基金"
"001457","华商新常态灵活配置混合型证券投资基金","2015-06-29","混合型基金"
"001458","广发中证全指主要消费交易型开放式指数证券投资基金发起式联接基金","2015-08-18","股票型基金"
"001459","广发中证全指原材料交易型开放式指数证券投资基金发起式联接基金","2015-08-18","股票型基金"
"001460","广发中证全指能源交易型开放式指数证券投资基金发起式联接基金","2015-07-09","股票型基金"
"001463","光大保德信一带一路战略主题混合型证券投资基金","2015-06-26","混合型基金"
"001464","光大保德信鼎鑫灵活配置混合型证券投资基金","2015-06-11","混合型基金"
"001465","国金鑫运灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001466","华富永鑫灵活配置混合型证券投资基金","2015-06-15","混合型基金"
"001468","广发改革先锋灵活配置混合型证券投资基金","2015-07-27","混合型基金"
"001469","广发中证全指金融地产交易型开放式指数证券投资基金发起式联接基金","2015-07-09","股票型基金"
"001470","融通通鑫灵活配置混合型证券投资基金","2015-06-15","混合型基金"
"001471","融通新能源灵活配置混合型证券投资基金","2015-06-29","混合型基金"
"001473","建信大安全战略精选股票型证券投资基金","2015-07-29","股票型基金"
"001474","兴银丰盈灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001475","易方达国防军工混合型证券投资基金","2015-06-19","混合型基金"
"001476","中银智能制造股票型证券投资基金","2015-06-19","股票型基金"
"001477","泰康薪意保货币市场基金","2015-06-19","货币型基金"
"001479","中邮风格轮动灵活配置混合型证券投资基金","2016-01-27","混合型基金"
"001480","财通成长优选混合型证券投资基金","2015-06-29","混合型基金"
"001482","上投摩根新兴服务股票型证券投资基金","2015-08-06","股票型基金"
"001483","天弘喜利灵活配置混合型证券投资基金","2016-11-18","混合型基金"
"001484","天弘新价值灵活配置混合型证券投资基金","2015-06-19","混合型基金"
"001485","华安添颐混合型发起式证券投资基金","2015-06-16","混合型基金"
"001486","天弘鑫安宝保本混合型证券投资基金","2015-10-23","混合型基金"
"001487","宝盈优势产业灵活配置混合型证券投资基金","2015-08-25","混合型基金"
"001488","万家瑞丰灵活配置混合型证券投资基金","2015-06-19","混合型基金"
"001490","汇添富国企创新增长股票型证券投资基金","2015-07-10","股票型基金"
"001491","国泰生益灵活配置混合型证券投资基金","2015-06-19","混合型基金"
"001492","鹏华弘锐灵活配置混合型证券投资基金","2015-06-24","混合型基金"
"001494","信诚新鑫回报灵活配置混合型证券投资基金","2015-06-29","混合型基金"
"001495","东方新价值混合型证券投资基金","2015-07-03","混合型基金"
"001496","工银瑞信聚焦30股票型证券投资基金","2015-06-25","股票型基金"
"001498","建信鑫荣回报灵活配置混合型证券投资基金","2016-12-23","混合型基金"
"001499","国投瑞银新增长灵活配置混合型证券投资基金","2015-06-19","混合型基金"
"001500","泓德远见回报混合型证券投资基金","2015-08-24","混合型基金"
"001501","招商丰裕灵活配置混合型证券投资基金","2015-11-17","混合型基金"
"001506","景顺长城泰和回报灵活配置混合型证券投资基金","2015-08-20","混合型基金"
"001508","富国新动力灵活配置混合型证券投资基金","2015-08-04","混合型基金"
"001511","兴全新视野灵活配置定期开放混合型发起式证券投资基金","2015-07-01","混合型基金"
"001512","易方达中债3-5年期国债指数证券投资基金","2015-07-08","债券型基金"
"001513","易方达信息产业混合型证券投资基金","2016-09-27","混合型基金"
"001517","大成景裕灵活配置混合型证券投资基金","2015-06-23","混合型基金"
"001518","万家瑞兴灵活配置混合型证券投资基金","2015-07-23","混合型基金"
"001519","建信鑫裕回报灵活配置混合型证券投资基金","2015-07-02","混合型基金"
"001520","国投瑞银研究精选股票型证券投资基金","2017-12-01","股票型基金"
"001521","国寿安保成长优选股票型证券投资基金","2015-12-11","股票型基金"
"001522","博时新策略灵活配置混合型证券投资基金","2015-11-23","混合型基金"
"001524","华泰柏瑞精选回报灵活配置混合型证券投资基金","2016-03-29","混合型基金"
"001526","鑫元安鑫宝货币市场基金","2015-06-26","货币型基金"
"001528","诺安先进制造股票型证券投资基金","2015-08-21","股票型基金"
"001529","天弘云商宝货币市场基金","2015-06-25","货币型基金"
"001530","万家瑞富灵活配置混合型证券投资基金","2016-11-25","混合型基金"
"001531","招商安益灵活配置混合型证券投资基金","2015-07-14","混合型基金"
"001532","华安文体健康主题灵活配置混合型证券投资基金","2017-06-08","混合型基金"
"001533","华泰柏瑞爱利灵活配置混合型证券投资基金","2016-09-20","混合型基金"
"001534","华宝万物互联灵活配置混合型证券投资基金","2015-06-30","混合型基金"
"001535","景顺长城改革机遇灵活配置混合型证券投资基金","2015-09-01","混合型基金"
"001536","南方君选灵活配置混合型证券投资基金","2016-02-03","混合型基金"
"001537","中加改革红利灵活配置混合型证券投资基金","2015-08-13","混合型基金"
"001538","上投摩根科技前沿灵活配置混合型证券投资基金","2015-07-09","混合型基金"
"001539","嘉实中证金融地产交易型开放式指数证券投资基金联接基金","2015-08-06","股票型基金"
"001540","浙商汇金转型驱动灵活配置混合型证券投资基金","2015-07-27","混合型基金"
"001541","汇添富民营新动力股票型证券投资基金","2015-08-07","股票型基金"
"001542","国泰互联网+股票型证券投资基金","2015-08-04","股票型基金"
"001543","宝盈新锐灵活配置混合型证券投资基金","2015-11-04","混合型基金"
"001545","博时裕嘉纯债3个月定期开放债券型发起式证券投资基金","2015-12-02","债券型基金"
"001546","博时裕盈纯债3个月定期开放债券型发起式证券投资基金","2015-09-29","债券型基金"
"001547","兴业聚惠混合型证券投资基金","2015-07-08","混合型基金"
"001548","天弘上证50指数型发起式证券投资基金","2015-07-16","股票型基金"
"001550","天弘中证医药100指数型发起式证券投资基金","2015-06-30","股票型基金"
"001552","天弘中证证券保险指数型发起式证券投资基金","2015-06-30","股票型基金"
"001554","天弘中证全指运输指数型发起式证券投资基金","2015-06-30","股票型基金"
"001556","天弘中证500指数增强型证券投资基金","2015-06-30","股票型基金"
"001558","天弘医疗健康混合型证券投资基金","2015-06-30","混合型基金"
"001560","天弘中证移动互联网指数型发起式证券投资基金","2015-06-30","股票型基金"
"001562","易方达瑞和灵活配置混合型证券投资基金","2018-02-02","混合型基金"
"001563","华富健康文娱灵活配置混合型证券投资基金","2015-08-04","混合型基金"
"001564","东方红京东大数据灵活配置混合型证券投资基金","2015-07-31","混合型基金"
"001565","永赢量化混合型发起式证券投资基金","2015-08-06","混合型基金"
"001566","南方利达灵活配置混合型证券投资基金","2015-07-08","混合型基金"
"001568","泰达宏利增利灵活配置定期开放混合型证券投资基金","2016-06-30","混合型基金"
"001569","泰信国策驱动灵活配置混合型证券投资基金","2015-10-27","混合型基金"
"001570","南方利安灵活配置混合型证券投资基金","2015-11-19","混合型基金"
"001571","嘉合磐石混合型证券投资基金","2015-07-03","混合型基金"
"001573","南方互联网+灵活配置混合型证券投资基金","2017-11-27","混合型基金"
"001574","中海混改红利主题精选灵活配置混合型证券投资基金","2015-11-11","混合型基金"
"001575","兴银稳健债券型证券投资基金","2015-12-14","债券型基金"
"001576","国泰智能装备股票型证券投资基金","2017-06-21","股票型基金"
"001577","嘉实低价策略股票型证券投资基金","2015-07-27","股票型基金"
"001578","博时裕瑞纯债债券型证券投资基金","2015-06-30","债券型基金"
"001579","国泰大农业股票型证券投资基金","2017-06-15","股票型基金"
"001581","华安沪港深通精选灵活配置混合型证券投资基金","2017-02-16","混合型基金"
"001582","大成景辉灵活配置混合型证券投资基金","2015-11-30","混合型基金"
"001583","安信新常态沪港深精选股票型证券投资基金","2015-08-07","股票型基金"
"001584","国投瑞银新活力定期开放混合型证券投资基金","2015-11-17","混合型基金"
"001586","天弘中证100指数型发起式证券投资基金","2015-07-16","股票型基金"
"001588","天弘中证800指数型发起式证券投资基金","2015-07-16","股票型基金"
"001590","天弘中证环保产业指数型发起式证券投资基金","2015-07-16","股票型基金"
"001592","天弘创业板交易型开放式指数证券投资基金联接基金","2015-07-08","股票型基金"
"001594","天弘中证银行交易型开放式指数证券投资基金联接基金","2015-07-08","股票型基金"
"001596","信诚新泽回报灵活配置混合型证券投资基金","2017-06-27","混合型基金"
"001597","招商丰融灵活配置混合型证券投资基金","2015-11-17","混合型基金"
"001599","天弘中证高端装备制造指数型发起式证券投资基金","2015-07-08","股票型基金"
"001601","鑫元鑫新收益灵活配置混合型证券投资基金","2015-07-15","混合型基金"
"001603","易方达安盈回报混合型证券投资基金","2017-02-16","混合型基金"
"001604","浙商汇金转型升级灵活配置混合型证券投资基金","2016-02-03","混合型基金"
"001605","富兰克林国海沪港深成长精选股票型证券投资基金","2016-01-20","股票型基金"
"001606","农银汇理工业4.0灵活配置混合型证券投资基金","2015-08-13","混合型基金"
"001607","英大策略优选混合型证券投资基金","2015-12-02","混合型基金"
"001609","平安鑫享混合型证券投资基金","2015-07-28","混合型基金"
"001611","天弘中证休闲娱乐指数型发起式证券投资基金","2015-07-29","股票型基金"
"001613","长城久祥灵活配置混合型证券投资基金","2015-11-09","混合型基金"
"001614","东方区域发展混合型证券投资基金","2016-09-07","混合型基金"
"001615","中欧睿尚定期开放混合型发起式证券投资基金","2015-09-02","混合型基金"
"001616","嘉实环保低碳股票型证券投资基金","2015-12-30","股票型基金"
"001617","天弘中证电子交易型开放式指数证券投资基金联接基金","2015-07-29","股票型基金"
"001619","兴银汇福定期开放债券型发起式证券投资基金","2019-03-28","债券型基金"
"001620","嘉实新机遇灵活配置混合型发起式证券投资基金","2015-07-13","混合型基金"
"001622","新华鑫锐混合型证券投资基金","2016-10-26","混合型基金"
"001623","兴业国企改革灵活配置混合型证券投资基金","2015-09-17","混合型基金"
"001624","兴业添天盈货币市场基金","2015-07-23","货币型基金"
"001626","国泰央企改革股票型证券投资基金","2015-09-01","股票型基金"
"001627","融通新优选灵活配置混合型证券投资基金","2016-11-02","混合型基金"
"001628","招商体育文化休闲股票型证券投资基金","2015-08-18","股票型基金"
"001629","天弘中证计算机主题交易型开放式指数证券投资基金联接基金","2015-07-29","股票型基金"
"001631","天弘中证食品饮料交易型开放式指数证券投资基金联接基金","2015-07-29","股票型基金"
"001633","万家瑞祥灵活配置混合型证券投资基金","2016-11-17","混合型基金"
"001635","万家瑞益灵活配置混合型证券投资基金","2015-12-07","混合型基金"
"001637","嘉实量化精选股票型证券投资基金","2015-12-07","股票型基金"
"001639","嘉实新常态灵活配置混合型证券投资基金","2016-03-30","混合型基金"
"001641","富国绝对收益多策略定期开放混合型发起式证券投资基金","2015-09-17","混合型基金"
"001643","汇丰晋信智造先锋股票型证券投资基金","2015-09-30","股票型基金"
"001645","国泰大健康股票型证券投资基金","2016-02-03","股票型基金"
"001647","天弘聚利灵活配置混合型证券投资基金","2016-12-16","混合型基金"
"001648","工银瑞信新价值灵活配置混合型证券投资基金","2017-04-27","混合型基金"
"001649","工银瑞信工业4.0股票型证券投资基金","2017-06-16","股票型基金"
"001650","工银瑞信丰收回报灵活配置混合型证券投资基金","2015-10-27","混合型基金"
"001651","工银瑞信新蓝筹股票型证券投资基金","2015-08-06","股票型基金"
"001652","德邦纯债18个月定期开放债券型证券投资基金","2015-12-09","债券型基金"
"001655","摩根士丹利华鑫多元收益18个月定期开放债券型证券投资基金","2015-11-17","债券型基金"
"001656","农银汇理中国优势灵活配置混合型证券投资基金","2017-06-08","混合型基金"
"001657","长安鑫富领先灵活配置混合型证券投资基金","2017-02-22","混合型基金"
"001659","富安达新动力灵活配置混合型证券投资基金","2016-12-07","混合型基金"
"001660","富安达行业轮动灵活配置混合型证券投资基金","2018-04-04","混合型基金"
"001662","创金合信沪港深研究精选灵活配置混合型证券投资基金","2015-08-24","混合型基金"
"001663","中银互联网+股票型证券投资基金","2015-08-06","股票型基金"
"001664","平安鑫安混合型证券投资基金","2015-12-11","混合型基金"
"001666","鹏华添利宝货币市场基金","2015-07-21","货币型基金"
"001667","南方转型增长灵活配置混合型证券投资基金","2016-08-17","混合型基金"
"001668","汇添富全球移动互联灵活配置混合型证券投资基金","2017-01-25","混合型基金"
"001670","长城新策略灵活配置混合型证券投资基金","2015-11-27","混合型基金"
"001672","国寿安保智慧生活股票型证券投资基金","2015-09-01","股票型基金"
"001673","红塔红土优质成长灵活配置混合型发起式证券投资基金","2015-08-06","混合型基金"
"001675","江信同福灵活配置混合型证券投资基金","2015-08-28","混合型基金"
"001677","中银战略新兴产业股票型证券投资基金","2015-11-26","股票型基金"
"001678","英大国企改革主题股票型证券投资基金","2018-11-22","股票型基金"
"001679","前海开源中国稀缺资产灵活配置混合型证券投资基金","2015-09-10","混合型基金"
"001680","九泰久利灵活配置混合型证券投资基金","2016-11-07","混合型基金"
"001681","新华积极价值灵活配置混合型证券投资基金","2015-12-21","混合型基金"
"001682","新华鑫回报混合型证券投资基金","2015-09-02","混合型基金"
"001683","华夏新经济灵活配置混合型发起式证券投资基金","2015-07-13","混合型基金"
"001685","汇添富沪港深新价值股票型证券投资基金","2016-07-27","股票型基金"
"001686","安信新动力灵活配置混合型证券投资基金","2015-11-24","混合型基金"
"001688","嘉实新起点灵活配置混合型证券投资基金","2015-11-27","混合型基金"
"001691","南方香港成长灵活配置混合型证券投资基金","2015-09-30","混合型基金"
"001692","南方国策动力股票型证券投资基金","2015-08-26","股票型基金"
"001694","华安沪港深外延增长灵活配置混合型证券投资基金","2016-03-09","混合型基金"
"001695","泓德泓业灵活配置混合型证券投资基金","2015-08-27","混合型基金"
"001696","南方智造未来股票型证券投资基金","2017-08-03","股票型基金"
"001697","大成恒丰宝货币市场基金","2015-08-04","货币型基金"
"001700","建信鑫盛回报灵活配置混合型证券投资基金","2016-06-03","混合型基金"
"001701","中融产业升级灵活配置混合型证券投资基金","2016-03-18","混合型基金"
"001702","东方创新科技混合型证券投资基金","2015-09-08","混合型基金"
"001703","银华沪港深增长股票型证券投资基金","2016-08-10","股票型基金"
"001704","国投瑞银进宝灵活配置混合型证券投资基金","2015-08-26","混合型基金"
"001705","泓德战略转型股票型证券投资基金","2015-11-10","股票型基金"
"001706","诺安积极回报灵活配置混合型证券投资基金","2016-09-22","混合型基金"
"001707","诺安高端制造股票型证券投资基金","2017-06-08","股票型基金"
"001708","东兴改革精选灵活配置混合型证券投资基金","2015-09-08","混合型基金"
"001709","华富物联世界灵活配置混合型证券投资基金","2016-01-21","混合型基金"
"001710","安信新趋势灵活配置混合型证券投资基金","2016-12-09","混合型基金"
"001712","东方红优势精选灵活配置混合型发起式证券投资基金","2015-09-08","混合型基金"
"001713","华润元大中创100指数型证券投资基金","2015-12-23","股票型基金"
"001714","工银瑞信文体产业股票型证券投资基金","2015-12-30","股票型基金"
"001715","工银瑞信新焦点灵活配置混合型证券投资基金","2016-10-10","混合型基金"
"001716","工银瑞信新趋势灵活配置混合型证券投资基金","2015-12-15","混合型基金"
"001717","工银瑞信前沿医疗股票型证券投资基金","2016-02-03","股票型基金"
"001718","工银瑞信物流产业股票型证券投资基金","2016-03-01","股票型基金"
"001719","工银瑞信国家战略主题股票型证券投资基金","2016-01-29","股票型基金"
"001720","工银瑞信新增利混合型证券投资基金","2016-12-29","混合型基金"
"001721","工银瑞信新增益混合型证券投资基金","2016-12-29","混合型基金"
"001722","工银瑞信银和利混合型证券投资基金","2016-12-29","混合型基金"
"001723","华商新动力混合型证券投资基金","2015-09-17","混合型基金"
"001725","汇添富中国高端制造股票型证券投资基金","2017-03-20","股票型基金"
"001726","汇添富新兴消费股票型证券投资基金","2015-12-02","股票型基金"
"001728","银华战略新兴灵活配置定期开放混合型发起式证券投资基金","2015-08-27","混合型基金"
"001729","银华逆向投资灵活配置定期开放混合型发起式证券投资基金","2015-11-16","混合型基金"
"001730","兴银大健康灵活配置混合型证券投资基金","2015-08-27","混合型基金"
"001731","广发百发大数据策略价值灵活配置混合型证券投资基金","2017-06-16","混合型基金"
"001733","泰达宏利量化增强股票型证券投资基金","2016-08-30","股票型基金"
"001734","广发百发大数据策略成长灵活配置混合型证券投资基金","2015-11-18","混合型基金"
"001736","圆信永丰优加生活股票型证券投资基金","2015-10-28","股票型基金"
"001737","摩根士丹利华鑫沪港深新价值灵活配置混合型证券投资基金","2016-02-03","混合型基金"
"001738","摩根士丹利华鑫新趋势灵活配置混合型证券投资基金","2017-11-27","混合型基金"
"001739","中融融安二号灵活配置混合型证券投资基金","2015-09-25","混合型基金"
"001740","光大保德信中国制造2025灵活配置混合型证券投资基金","2015-12-23","混合型基金"
"001741","广发百发大数据策略精选灵活配置混合型证券投资基金","2015-09-14","混合型基金"
"001743","诺安优选回报灵活配置混合型证券投资基金","2016-09-22","混合型基金"
"001744","诺安进取回报灵活配置混合型证券投资基金","2016-09-27","混合型基金"
"001745","易方达瑞富灵活配置混合型证券投资基金","2017-05-12","混合型基金"
"001747","易方达瑞祺灵活配置混合型证券投资基金","2018-01-29","混合型基金"
"001749","招商中国机遇股票型证券投资基金","2018-02-08","股票型基金"
"001750","景顺长城景瑞收益债券型证券投资基金","2015-08-26","债券型基金"
"001751","华商信用增强债券型证券投资基金","2015-09-08","债券型基金"
"001753","红土创新新兴产业灵活配置混合型证券投资基金","2015-09-23","混合型基金"
"001754","永赢量化灵活配置混合型发起式证券投资基金","2015-09-01","混合型基金"
"001755","嘉实新思路灵活配置混合型证券投资基金","2016-04-12","混合型基金"
"001756","嘉实策略优选灵活配置混合型证券投资基金","2016-11-18","混合型基金"
"001757","嘉实主题增强灵活配置混合型证券投资基金","2016-11-23","混合型基金"
"001758","嘉实研究增强灵活配置混合型证券投资基金","2016-12-01","混合型基金"
"001759","嘉实成长增强灵活配置混合型证券投资基金","2016-11-10","混合型基金"
"001760","嘉实创新成长灵活配置混合型证券投资基金","2016-02-03","混合型基金"
"001761","广发安宏回报灵活配置混合型证券投资基金","2015-12-30","混合型基金"
"001763","广发多策略灵活配置混合型证券投资基金","2015-12-09","混合型基金"
"001764","广发沪港深新机遇股票型证券投资基金","2016-05-27","股票型基金"
"001765","前海开源嘉鑫灵活配置混合型证券投资基金","2016-12-26","混合型基金"
"001766","上投摩根医疗健康股票型证券投资基金","2015-10-21","股票型基金"
"001767","华宝兴业中国互联网股票型证券投资基金","2015-09-23","股票型基金"
"001769","易方达瑞惠灵活配置混合型发起式证券投资基金","2015-07-31","混合型基金"
"001771","南方量化灵活配置混合型证券投资基金","2017-08-24","混合型基金"
"001772","南方消费活力灵活配置混合型发起式证券投资基金","2015-07-31","混合型基金"
"001773","招商丰庆灵活配置混合型发起式证券投资基金","2015-07-31","混合型基金"
"001776","中欧兴利债券型证券投资基金","2015-09-25","债券型基金"
"001777","德邦多元回报灵活配置混合型证券投资基金","2016-01-27","混合型基金"
"001779","中融稳健添利债券型证券投资基金","2015-10-20","债券型基金"
"001780","诺安改革趋势灵活配置混合型证券投资基金","2017-08-29","混合型基金"
"001781","建信现代服务业股票型证券投资基金","2016-02-23","股票型基金"
"001782","九泰久益灵活配置混合型证券投资基金","2017-01-25","混合型基金"
"001783","兴银合盈债券型证券投资基金","2017-09-28","债券型基金"
"001786","国泰信益灵活配置混合型证券投资基金","2016-12-16","混合型基金"
"001787","中欧骏盈货币市场基金","2015-12-24","货币型基金"
"001789","国泰量化收益灵活配置混合型证券投资基金","2017-05-19","混合型基金"
"001790","国泰智能汽车股票型证券投资基金","2017-08-01","股票型基金"
"001791","大成绝对收益策略混合型发起式证券投资基金","2015-09-23","混合型基金"
"001794","兴银朝阳债券型证券投资基金","2015-12-07","债券型基金"
"001795","上投摩根文体休闲灵活配置混合型证券投资基金","2015-12-23","混合型基金"
"001796","汇添富安鑫智选灵活配置混合型证券投资基金","2015-11-26","混合型基金"
"001797","华融新利灵活配置混合型证券投资基金","2015-09-02","混合型基金"
"001798","泰康新回报灵活配置混合型证券投资基金","2015-09-23","混合型基金"
"001800","华安新乐享灵活配置混合型证券投资基金","2015-09-10","混合型基金"
"001801","汇添富达欣灵活配置混合型证券投资基金","2015-12-02","混合型基金"
"001802","易方达瑞财灵活配置混合型证券投资基金","2016-02-04","混合型基金"
"001806","易方达瑞智灵活配置混合型证券投资基金","2017-06-21","混合型基金"
"001808","银华互联网主题灵活配置混合型证券投资基金","2015-11-18","混合型基金"
"001809","中信建投智信物联网灵活配置混合型证券投资基金","2016-08-03","混合型基金"
"001810","中欧潜力价值灵活配置混合型证券投资基金","2015-09-30","混合型基金"
"001811","中欧明睿新常态混合型证券投资基金","2016-03-03","混合型基金"
"001813","国泰福益灵活配置混合型证券投资基金","2016-10-26","混合型基金"
"001814","新华阿鑫二号保本混合型证券投资基金","2015-11-19","混合型基金"
"001815","华泰柏瑞激励动力灵活配置混合型证券投资基金","2015-10-28","混合型基金"
"001816","汇添富新睿精选灵活配置混合型证券投资基金","2016-12-21","混合型基金"
"001817","易方达瑞兴灵活配置混合型证券投资基金","2017-06-23","混合型基金"
"001819","兴全稳益定期开放债券型发起式证券投资基金","2015-09-10","债券型基金"
"001820","兴全天添益货币市场证券投资基金","2015-11-05","货币型基金"
"001822","华商智能生活灵活配置混合型证券投资基金","2015-11-13","混合型基金"
"001824","博时沪港深成长企业混合型证券投资基金","2016-11-02","混合型基金"
"001825","建信中国制造2025股票型证券投资基金","2017-03-08","股票型基金"
"001826","国寿安保增金宝货币市场基金","2015-09-23","货币型基金"
"001827","富国研究优选沪港深灵活配置混合型证券投资基金","2016-03-08","混合型基金"
"001829","北信瑞丰中国智造主题灵活配置混合型证券投资基金","2016-01-27","混合型基金"
"001830","融通跨界成长灵活配置混合型证券投资基金","2015-09-30","混合型基金"
"001832","易方达瑞恒灵活配置混合型证券投资基金","2018-01-10","混合型基金"
"001835","易方达瑞祥灵活配置混合型证券投资基金","2018-01-19","混合型基金"
"001837","前海开源沪港深蓝筹精选灵活配置混合型证券投资基金","2015-12-08","混合型基金"
