"MasterFundCode","FullName","InceptionDate","Category"
"010223","博时双季享六个月持有期债券型证券投资基金","2020-10-13","债券型基金"
"010230","南方宝昌混合型证券投资基金","2022-01-20","混合型基金"
"010232","国寿安保泰安纯债债券型证券投资基金","2020-12-16","债券型基金"
"010233","农银汇理金润一年定期开放债券型发起式证券投资基金","2021-01-11","债券型基金"
"010237","安信创新先锋混合型发起式证券投资基金","2020-10-30","混合型基金"
"010239","平安瑞尚六个月持有期混合型证券投资基金","2020-12-18","混合型基金"
"010240","平安季季享3个月持有期债券型证券投资基金","2021-03-17","债券型基金"
"010242","平安稳健增长混合型证券投资基金","2021-01-13","混合型基金"
"010247","惠升和泰纯债债券型证券投资基金","2021-03-18","债券型基金"
"010249","国金惠诚债券型证券投资基金","2021-04-14","债券型基金"
"010251","长江安享纯债18个月定期开放债券型证券投资基金","2020-12-16","债券型基金"
"010253","兴银中证500指数增强型证券投资基金","2021-03-01","股票型基金"
"010254","嘉实丰年一年定期开放纯债债券型证券投资基金","2021-06-07","债券型基金"
"010257","天弘多利一年定期开放混合型证券投资基金","2020-11-18","混合型基金"
"010258","淳厚稳悦债券型证券投资基金","2021-06-03","债券型基金"
"010260","海富通策略收益债券型证券投资基金","2021-06-03","债券型基金"
"010262","海富通中债1-3年农发行债券指数证券投资基金","2021-04-14","债券型基金"
"010264","鹏华成长智选混合型证券投资基金","2020-10-19","混合型基金"
"010266","兴全安泰稳健养老目标一年持有期混合型基金中基金(FOF)","2020-11-26","FOF"
"010267","兴全安泰积极养老目标五年持有期混合型发起式基金中基金(FOF)","2020-12-16","FOF"
"010268","太平睿安混合型证券投资基金","2020-11-10","混合型基金"
"010271","富兰克林国海价值成长一年持有期混合型证券投资基金","2020-11-04","混合型基金"
"010273","嘉实价值长青混合型证券投资基金","2020-12-24","混合型基金"
"010275","嘉实优质精选混合型证券投资基金","2020-12-09","混合型基金"
"010277","嘉实民安添岁稳健养老目标一年持有期混合型基金中基金(FOF)","2021-01-13","FOF"
"010278","南华瑞泰39个月定期开放债券型证券投资基金","2021-03-25","债券型基金"
"010281","华夏保守养老目标一年持有期混合型发起式基金中基金(FOF)","2021-03-12","FOF"
"010282","中信建投智享生活混合型证券投资基金","2020-11-04","混合型基金"
"010284","长城价值成长六个月持有期混合型证券投资基金","2021-03-16","混合型基金"
"010286","海富通成长价值混合型证券投资基金","2020-12-17","混合型基金"
"010289","景顺长城产业趋势混合型证券投资基金","2021-01-15","混合型基金"
"010293","华商量化优质精选混合型证券投资基金","2020-10-28","混合型基金"
"010294","红塔红土盛兴39个月定期开放债券型证券投资基金","2021-02-05","债券型基金"
"010296","万家互联互通中国优势量化策略混合型证券投资基金","2020-11-04","混合型基金"
"010298","汇添富品牌驱动六个月持有期混合型证券投资基金","2020-10-19","混合型基金"
"010299","南方产业升级混合型证券投资基金","2020-12-07","混合型基金"
"010301","达诚成长先锋混合型证券投资基金","2020-10-27","混合型基金"
"010303","华泰柏瑞量化创盈混合型证券投资基金","2020-11-12","混合型基金"
"010305","华夏创新驱动混合型证券投资基金","2020-10-27","混合型基金"
"010307","西藏东财信息产业精选混合型发起式证券投资基金","2020-10-30","混合型基金"
"010309","德邦锐裕利率债债券型证券投资基金","2020-12-21","债券型基金"
"010313","上银鑫恒混合型证券投资基金","2020-11-18","混合型基金"
"010314","摩根士丹利华鑫内需增长混合型证券投资基金","2020-12-16","混合型基金"
"010320","华安养老目标日期2040三年持有期混合型发起式基金中基金(FOF)","2021-05-13","FOF"
"010322","摩根士丹利华鑫新兴产业股票型证券投资基金","2021-02-24","股票型基金"
"010323","华安平衡养老目标三年持有期混合型发起式基金中基金(FOF)","2020-12-01","FOF"
"010326","博时消费创新混合型证券投资基金","2020-10-23","混合型基金"
"010328","博时荣华灵活配置混合型证券投资基金","2020-11-10","混合型基金"
"010330","东吴兴享成长混合型证券投资基金","2020-11-11","混合型基金"
"010331","天弘消费股票型发起式证券投资基金","2021-03-30","股票型基金"
"010333","华夏核心资产混合型证券投资基金","2021-01-28","混合型基金"
"010335","华宝竞争优势混合型证券投资基金","2020-12-08","混合型基金"
"010336","中欧悦享生活混合型证券投资基金","2021-01-07","混合型基金"
"010338","国投瑞银远见成长混合型证券投资基金","2020-12-17","混合型基金"
"010340","易方达高质量严选三年持有期混合型证券投资基金","2020-11-12","混合型基金"
"010341","招商产业精选股票型证券投资基金","2020-12-16","股票型基金"
"010343","华宝英国富时100指数发起式证券投资基金","2020-11-10","股票型基金"
"010345","华泰柏瑞成长智选混合型证券投资基金","2020-11-23","混合型基金"
"010347","农银汇理策略收益一年持有期混合型证券投资基金","2021-01-27","混合型基金"
"010348","景顺长城泰保三个月定期开放混合型发起式证券投资基金","2021-01-06","混合型基金"
"010350","景顺长城品质长青混合型证券投资基金","2021-02-09","混合型基金"
"010353","南方崇元纯债债券型证券投资基金","2021-03-31","债券型基金"
"010357","南方阿尔法混合型证券投资基金","2021-01-13","混合型基金"
"010361","嘉实品质优选股票型证券投资基金","2021-05-25","股票型基金"
"010363","信澳匠心臻选两年持有期混合型证券投资基金","2020-10-30","混合型基金"
"010367","中融景瑞一年持有期混合型证券投资基金","2020-12-02","混合型基金"
"010369","大成卓享一年持有期混合型证券投资基金","2020-11-16","混合型基金"
"010371","大成成长进取混合型证券投资基金","2020-11-30","混合型基金"
"010373","西部利得聚兴一年定期开放混合型证券投资基金","2021-04-29","混合型基金"
"010375","国金鑫悦经济新动能混合型证券投资基金","2020-11-18","混合型基金"
"010377","广发价值核心混合型证券投资基金","2021-01-22","混合型基金"
"010379","广发均衡优选混合型证券投资基金","2021-01-11","混合型基金"
"010381","浙商智选价值混合型证券投资基金","2021-04-16","混合型基金"
"010383","宝盈基础产业混合型证券投资基金","2021-02-02","混合型基金"
"010385","华安汇嘉精选混合型证券投资基金","2020-10-30","混合型基金"
"010387","易方达医药生物股票型证券投资基金","2020-11-04","股票型基金"
"010389","易方达科益混合型证券投资基金","2020-11-02","混合型基金"
"010391","易方达战略新兴产业股票型证券投资基金","2021-01-13","股票型基金"
"010393","工银瑞信健康生活混合型证券投资基金","2020-11-09","混合型基金"
"010395","融通稳健添盈灵活配置混合型证券投资基金","2020-11-30","混合型基金"
"010397","中加瑞合纯债债券型证券投资基金","2020-11-25","债券型基金"
"010398","中加科享混合型证券投资基金","2020-11-04","混合型基金"
"010400","富国融泰三个月定期开放混合型发起式证券投资基金","2021-02-03","混合型基金"
"010401","新华安康多元收益一年持有期混合型证券投资基金","2020-12-16","混合型基金"
"010403","华商景气优选混合型证券投资基金","2020-12-16","混合型基金"
"010404","博道盛利6个月持有期混合型证券投资基金","2020-12-24","混合型基金"
"010405","惠升医药健康6个月持有期混合型证券投资基金","2020-12-22","混合型基金"
"010406","安信中债1-3年政策性金融债指数证券投资基金","2020-11-25","债券型基金"
"010408","安信浩盈6个月持有期混合型证券投资基金","2020-12-30","混合型基金"
"010409","富国消费精选30股票型证券投资基金","2020-11-05","股票型基金"
"010410","长城品质成长混合型证券投资基金","2020-12-30","混合型基金"
"010412","汇安均衡优选混合型证券投资基金","2021-02-09","混合型基金"
"010413","财通资管宸瑞一年持有期混合型证券投资基金","2021-01-20","混合型基金"
"010415","华泰柏瑞质量精选混合型证券投资基金","2021-03-31","混合型基金"
"010417","招商盛洋3个月定期开放混合型发起式证券投资基金","2021-02-03","混合型基金"
"010418","财通景气行业混合型证券投资基金","2020-12-09","混合型基金"
"010420","民生加银成长优选股票型证券投资基金","2020-11-27","股票型基金"
"010421","海富通消费优选混合型证券投资基金","2021-04-14","混合型基金"
"010423","国投瑞银价值成长一年持有期混合型证券投资基金","2020-12-01","混合型基金"
"010425","国投瑞银开放视角精选混合型证券投资基金","2021-02-01","混合型基金"
"010427","兴银策略智选混合型证券投资基金","2020-11-10","混合型基金"
"010429","中欧睿见混合型证券投资基金","2020-11-06","混合型基金"
"010430","招商安阳债券型证券投资基金","2020-11-04","债券型基金"
"010434","红土创新医疗保健股票型发起式证券投资基金","2020-10-20","股票型基金"
"010435","富国双债增强债券型证券投资基金","2020-11-18","债券型基金"
"010437","嘉实竞争力优选混合型证券投资基金","2021-02-24","混合型基金"
"010439","汇添富稳健汇盈一年持有期混合型证券投资基金","2020-11-04","混合型基金"
"010440","诺德安鸿纯债债券型证券投资基金","2021-01-15","债券型基金"
"010444","南方誉尚一年持有期混合型证券投资基金","2020-11-10","混合型基金"
"010446","国泰金福三个月定期开放混合型发起式证券投资基金","2021-01-07","混合型基金"
"010447","中邮未来成长混合型证券投资基金","2021-04-08","混合型基金"
"010449","广发恒悦债券型证券投资基金","2020-11-24","债券型基金"
"010452","广发瑞福精选混合型证券投资基金","2020-11-10","混合型基金"
"010454","交银施罗德内需增长一年持有期混合型证券投资基金","2020-12-11","混合型基金"
"010455","博时产业精选灵活配置混合型证券投资基金","2020-11-06","混合型基金"
"010457","广发睿鑫混合型证券投资基金","2021-03-18","混合型基金"
"010459","鑫元乾利债券型证券投资基金","2020-12-08","债券型基金"
"010460","兴业研究精选混合型证券投资基金","2020-11-25","混合型基金"
"010461","民生加银康利混合型证券投资基金","2020-11-09","混合型基金"
"010462","中信保诚嘉润66个月定期开放债券型证券投资基金","2020-11-10","债券型基金"
"010463","鹏扬淳稳66个月定期开放债券型证券投资基金","2020-10-29","债券型基金"
"010465","鹏扬景创混合型证券投资基金","2020-11-27","混合型基金"
"010467","华安锦溶0-5年金融债3个月定期开放债券型发起式证券投资基金","2021-03-05","债券型基金"
"010468","富兰克林国海恒博63个月定期开放债券型证券投资基金","2020-11-19","债券型基金"
"010469","圆信永丰聚优股票型证券投资基金","2021-04-16","股票型基金"
"010471","易方达年年恒实纯债一年定期开放债券型发起式证券投资基金","2021-01-06","债券型基金"
"010473","华富安华债券型证券投资基金","2021-01-28","债券型基金"
"010475","上投摩根安享回报一年持有期债券型证券投资基金","2021-02-08","债券型基金"
"010476","太平恒久纯债债券型证券投资基金","2020-11-12","债券型基金"
"010477","景顺长城景泰益利纯债债券型证券投资基金","2021-01-18","债券型基金"
"010478","景顺长城泰祥回报混合型证券投资基金","2020-11-23","混合型基金"
"010479","鹏华丰颐债券型证券投资基金","2020-11-06","债券型基金"
"010480","汇添富稳进双盈一年持有期混合型证券投资基金","2021-02-09","混合型基金"
"010481","汇添富高质量成长精选2年持有期混合型证券投资基金","2020-12-02","混合型基金"
"010482","汇添富盛和66个月定期开放债券型证券投资基金","2020-11-06","债券型基金"
"010483","交银施罗德启道混合型证券投资基金","2021-01-28","混合型基金"
"010485","中航瑞晨87个月定期开放债券型证券投资基金","2020-11-23","债券型基金"
"010487","中银顺盈回报一年持有期混合型证券投资基金","2020-12-08","混合型基金"
"010488","鹏华优选成长混合型证券投资基金","2020-12-16","混合型基金"
"010490","鹏华高质量增长混合型证券投资基金","2020-11-18","混合型基金"
"010492","摩根士丹利华鑫中债1-3年农发行债券指数证券投资基金","2021-04-28","债券型基金"
"010493","中航瑞昱一年定期开放债券型发起式证券投资基金","2020-11-19","债券型基金"
"010495","创金合信创新驱动股票型证券投资基金","2020-12-30","股票型基金"
"010497","光大保德信中债1-5年政策性金融债指数证券投资基金","2020-12-14","债券型基金"
"010498","国金惠宁中短期利率债债券型证券投资基金","2020-12-23","债券型基金"
"010501","中泰青月安盈66个月定期开放债券型证券投资基金","2020-11-23","债券型基金"
"010502","财通裕泰87个月定期开放债券型证券投资基金","2020-11-11","债券型基金"
"010503","招商稳兴混合型证券投资基金","2021-02-05","混合型基金"
"010507","招商添锦1年定期开放债券型发起式证券投资基金","2020-12-18","债券型基金"
"010508","博时鑫康混合型证券投资基金","2020-11-05","混合型基金"
"010509","中银彭博政策性银行债券1-5年指数证券投资基金","2021-03-11","债券型基金"
"010513","淳厚益加增强债券型证券投资基金","2020-12-30","债券型基金"
"010515","富国天兴回报混合型证券投资基金","2020-12-16","混合型基金"
"010516","嘉合中债-1-3年政策性金融债指数证券投资基金","2021-04-14","债券型基金"
"010518","华夏先锋科技一年定期开放混合型证券投资基金","2021-03-15","混合型基金"
"010520","兴业中债3-5年政策性金融债指数证券投资基金","2021-06-29","债券型基金"
"010522","华安添禧一年持有期混合型证券投资基金","2021-06-04","混合型基金"
"010526","景顺长城泰源回报混合型证券投资基金","2021-04-07","混合型基金"
"010527","景顺长城景泰优利一年定期开放纯债债券型发起式证券投资基金","2021-08-18","债券型基金"
"010529","广发中债1-5年国开行债券指数证券投资基金","2021-03-16","债券型基金"
"010532","广发恒信一年持有期混合型证券投资基金","2021-01-12","混合型基金"
"010534","广发均衡增长混合型证券投资基金","2021-01-27","混合型基金"
"010536","泰康优势企业混合型证券投资基金","2020-12-22","混合型基金"
"010538","国泰惠元混合型证券投资基金","2021-10-26","混合型基金"
"010539","浙商智多金稳健一年持有期混合型证券投资基金","2021-06-24","混合型基金"
"010541","国寿安保稳和6个月持有期混合型证券投资基金","2020-11-24","混合型基金"
"010543","中加科鑫混合型证券投资基金","2021-05-26","混合型基金"
"010545","中加聚隆六个月持有期混合型证券投资基金","2021-03-24","混合型基金"
"010547","博时恒进6个月持有期混合型证券投资基金","2020-12-01","混合型基金"
"010549","富国均衡策略混合型证券投资基金","2020-11-23","混合型基金"
"010550","华商双擎领航混合型证券投资基金","2020-11-23","混合型基金"
"010551","淳厚欣颐一年持有期混合型证券投资基金","2020-12-22","混合型基金"
"010552","浙商智选领航三年持有期混合型证券投资基金","2021-01-13","混合型基金"
"010554","华安新兴消费混合型证券投资基金","2020-12-11","混合型基金"
"010557","汇添富数字生活主题六个月持有期混合型证券投资基金","2020-11-18","混合型基金"
"010558","汇安鑫利优选混合型证券投资基金","2021-04-02","混合型基金"
"010560","永赢稳健增利18个月持有期混合型证券投资基金","2021-01-26","混合型基金"
"010561","银华巨潮小盘价值交易型开放式指数证券投资基金发起式联接基金","2021-02-03","股票型基金"
"010562","永赢成长领航混合型证券投资基金","2020-12-01","混合型基金"
"010564","民生加银瑞利混合型证券投资基金","2021-03-12","混合型基金"
"010565","东方恒瑞短债债券型证券投资基金","2020-12-16","债券型基金"
"010568","海富通惠睿精选混合型证券投资基金","2021-02-05","混合型基金"
"010570","新沃创新领航混合型证券投资基金","2020-12-24","混合型基金"
"010576","民生加银兴利混合型证券投资基金","2021-04-27","混合型基金"
"010577","汇安永福90天持有期中短债债券型证券投资基金","2022-05-10","债券型基金"
"010580","长盛稳鑫63个月定期开放债券型证券投资基金","2020-11-30","债券型基金"
"010581","中信建投中债3-5年政策性金融债指数证券投资基金","2021-06-10","债券型基金"
"010584","渤海汇金新动能主题混合型证券投资基金","2021-03-23","混合型基金"
"010585","创金合信医药消费股票型证券投资基金","2020-12-03","股票型基金"
"010587","鹏扬先进制造混合型证券投资基金","2021-02-02","混合型基金"
"010589","鹏扬景安一年持有期混合型证券投资基金","2021-03-23","混合型基金"
"010592","南方医药创新股票型证券投资基金","2021-03-02","股票型基金"
"010594","广发睿选三年持有期混合型证券投资基金","2020-12-22","混合型基金"
"010595","广发成长精选混合型证券投资基金","2021-01-20","混合型基金"
"010597","创金合信景雯灵活配置混合型证券投资基金","2021-02-19","混合型基金"
"010599","汇添富高质量成长30一年持有期混合型证券投资基金","2021-02-09","混合型基金"
"010600","光大保德信安瑞一年持有期债券型证券投资基金","2020-12-22","债券型基金"
"010602","长城均衡优选混合型证券投资基金","2020-12-01","混合型基金"
"010603","长城中债5-10年国开行债券指数证券投资基金","2021-07-28","债券型基金"
"010605","创金合信鑫祥混合型证券投资基金","2021-02-04","混合型基金"
"010607","新沃安鑫87个月定期开放债券型证券投资基金","2021-07-27","债券型基金"
"010608","华泰柏瑞质量领先混合型证券投资基金","2021-01-20","混合型基金"
"010610","上投摩根远见两年持有期混合型证券投资基金","2021-01-11","混合型基金"
"010611","万家战略发展产业混合型证券投资基金","2021-01-13","混合型基金"
"010613","中融产业趋势一年定期开放混合型证券投资基金","2020-12-23","混合型基金"
"010615","国金自主创新混合型证券投资基金","2021-01-20","混合型基金"
"010617","兴业消费精选混合型证券投资基金","2020-12-16","混合型基金"
"010619","华安添利6个月持有期债券型证券投资基金","2021-02-05","债券型基金"
"010621","永赢泰宁63个月定期开放债券型证券投资基金","2020-12-01","债券型基金"
"010622","恒越成长精选混合型证券投资基金","2021-02-09","混合型基金"
"010624","富国稳健增长混合型证券投资基金","2021-04-28","混合型基金"
"010626","华融荣赢63个月定期开放债券型证券投资基金","2020-12-30","债券型基金"
"010627","淳厚安心87个月定期开放债券型证券投资基金","2020-11-26","债券型基金"
"010628","广发瑞轩三个月定期开放混合型发起式证券投资基金","2021-02-03","混合型基金"
"010630","惠升和睿兴利债券型证券投资基金","2021-03-23","债券型基金"
"010631","惠升和韵66个月定期开放债券型证券投资基金","2020-12-16","债券型基金"
"010632","工银瑞信瑞达一年定期开放纯债债券型发起式证券投资基金","2021-03-02","债券型基金"
"010634","天弘合益债券型发起式证券投资基金","2020-11-19","债券型基金"
"010636","财通安盈混合型证券投资基金","2020-11-25","混合型基金"
"010638","银华信用精选15个月定期开放债券型证券投资基金","2020-11-18","债券型基金"
"010639","上银聚远鑫87个月定期开放债券型证券投资基金","2020-11-25","债券型基金"
"010640","财通稳进回报6个月持有期混合型证券投资基金","2021-11-10","混合型基金"
"010642","农银汇理瑞祥一年持有期混合型发起式证券投资基金","2020-12-25","混合型基金"
"010643","平安养老目标日期2025一年持有期混合型发起式基金中基金(FOF)","2020-12-30","FOF"
"010644","富国全球健康生活主题混合型证券投资基金(QDII)","2020-12-24","混合型基金"
"010646","融通价值趋势混合型证券投资基金","2021-04-28","混合型基金"
"010651","平安双季增享6个月持有期债券型证券投资基金","2021-01-05","债券型基金"
"010653","农银汇理金玉债券型证券投资基金","2021-04-16","债券型基金"
"010654","天弘医药创新混合型证券投资基金","2020-12-02","混合型基金"
"010656","华商均衡30混合型证券投资基金","2022-09-21","混合型基金"
"010657","海富通欣睿混合型证券投资基金","2021-02-09","混合型基金"
"010659","民生加银质量领先混合型证券投资基金","2020-12-17","混合型基金"
"010662","富国均衡优选混合型证券投资基金","2021-01-06","混合型基金"
"010663","长江均衡成长混合型发起式证券投资基金","2020-12-30","混合型基金"
"010665","博时高端装备混合型证券投资基金","2020-12-08","混合型基金"
"010668","工银瑞信优选对冲策略灵活配置混合型发起式证券投资基金","2020-12-30","混合型基金"
"010673","兴全中证800六个月持有期指数增强型证券投资基金","2021-02-09","股票型基金"
"010676","光大保德信新机遇混合型证券投资基金","2021-03-30","混合型基金"
"010678","中欧均衡成长混合型证券投资基金","2020-12-11","混合型基金"
"010680","华夏新兴成长股票型证券投资基金","2021-01-15","股票型基金"
"010683","中融景颐6个月持有期混合型证券投资基金","2021-01-27","混合型基金"
"010688","招商瑞德一年持有期混合型证券投资基金","2021-01-26","混合型基金"
"010690","万家互联互通核心资产量化策略混合型证券投资基金","2021-03-25","混合型基金"
"010692","华夏核心价值混合型证券投资基金","2021-04-20","混合型基金"
"010694","万家内需增长一年持有期混合型证券投资基金","2021-03-02","混合型基金"
"010695","华夏磐益一年定期开放混合型证券投资基金","2021-01-26","混合型基金"
"010697","中融行业先锋6个月持有期混合型证券投资基金","2021-02-09","混合型基金"
"010699","东方红创新趋势混合型证券投资基金","2021-03-15","混合型基金"
"010700","东方红锦丰优选两年定期开放混合型证券投资基金","2021-01-22","混合型基金"
"010701","恒越内需驱动混合型证券投资基金","2021-01-04","混合型基金"
"010703","财通智选消费股票型证券投资基金","2021-01-27","股票型基金"
"010706","景顺长城景骊成长混合型证券投资基金","2021-05-07","混合型基金"
"010707","安信平稳合盈一年持有期混合型证券投资基金","2021-02-01","混合型基金"
"010709","安信医药健康主题股票型发起式证券投资基金","2021-01-12","股票型基金"
"010711","华富国潮优选混合型发起式证券投资基金","2021-09-23","混合型基金"
"010712","中欧瑾利混合型证券投资基金","2020-12-30","混合型基金"
"010714","东方红远见价值混合型证券投资基金","2021-04-12","混合型基金"
"010715","财通资管消费升级一年持有期混合型证券投资基金","2021-07-20","混合型基金"
"010717","前海开源优质企业6个月持有期混合型证券投资基金","2021-01-08","混合型基金"
"010719","东吴瑞盈63个月定期开放债券型证券投资基金","2021-02-08","债券型基金"
"010723","中欧价值成长混合型证券投资基金","2020-12-16","混合型基金"
"010725","鹏华安享一年持有期混合型证券投资基金","2021-01-06","混合型基金"
"010728","中泰兴诚价值一年持有期混合型证券投资基金","2021-02-08","混合型基金"
"010730","银华心佳两年持有期混合型证券投资基金","2021-01-08","混合型基金"
"010731","广发创新医疗两年持有期混合型证券投资基金","2021-03-19","混合型基金"
"010733","红塔红土瑞景纯债债券型证券投资基金","2021-05-11","债券型基金"
"010735","申万菱信稳健养老目标一年持有期混合型发起式基金中基金(FOF)","2020-12-30","FOF"
"010736","易方达沪深300指数精选增强型证券投资基金","2020-12-30","股票型基金"
"010738","大成优选升级一年持有期混合型证券投资基金","2020-12-23","混合型基金"
"010740","汇安核心价值混合型证券投资基金","2021-03-16","混合型基金"
"010742","南方宁悦一年持有期混合型证券投资基金","2021-01-06","混合型基金"
"010744","工银瑞信灵动价值混合型证券投资基金","2020-12-25","混合型基金"
"010746","富安达长三角区域主题混合型发起式证券投资基金","2020-12-22","混合型基金"
"010747","宝盈祥和9个月定期开放混合型证券投资基金","2022-04-19","混合型基金"
"010749","浙商创业板指数增强型发起式证券投资基金","2021-03-19","股票型基金"
"010751","宝盈优质成长混合型证券投资基金","2021-10-11","混合型基金"
"010755","博道睿见一年持有期混合型证券投资基金","2020-12-08","混合型基金"
"010756","兴华永兴混合型发起式证券投资基金","2020-12-16","混合型基金"
"010758","国投瑞银顺景一年定期开放债券型证券投资基金","2021-09-08","债券型基金"
"010761","华商甄选回报混合型证券投资基金","2021-01-19","混合型基金"
"010762","博时恒康一年持有期混合型证券投资基金","2020-12-30","混合型基金"
"010764","九泰锐升混合型证券投资基金","2021-01-20","混合型基金"
"010765","国寿安保华丰混合型证券投资基金","2021-02-01","混合型基金"
"010767","建信利率债策略纯债债券型证券投资基金","2020-12-16","债券型基金"
"010769","天弘中证农业主题指数型发起式证券投资基金","2021-01-22","股票型基金"
"010771","天弘国证消费100指数增强型发起式证券投资基金","2020-12-30","股票型基金"
"010773","景顺长城泰阳回报混合型证券投资基金","2021-07-22","混合型基金"
"010775","博时恒旭一年持有期混合型证券投资基金","2020-12-16","混合型基金"
"010777","浙商智选家居股票型发起式证券投资基金","2021-03-19","股票型基金"
"010779","西部利得量化优选一年持有期混合型证券投资基金","2021-01-19","混合型基金"
"010781","兴业聚申一年持有期混合型证券投资基金","2020-12-23","混合型基金"
"010783","德邦沪港深龙头混合型证券投资基金","2020-12-14","混合型基金"
"010785","博时创业板指数证券投资基金","2021-04-02","股票型基金"
"010787","华安优势企业混合型证券投资基金","2020-12-30","混合型基金"
"010790","海富通均衡甄选混合型证券投资基金","2021-01-26","混合型基金"
"010792","华安成长先锋混合型证券投资基金","2021-02-23","混合型基金"
"010794","东海鑫享66个月定期开放债券型证券投资基金","2021-07-19","债券型基金"
"010795","民生加银价值发现一年持有期混合型证券投资基金","2021-03-05","混合型基金"
"010797","长城优选回报六个月持有期混合型证券投资基金","2021-01-20","混合型基金"
"010799","长城优选稳进六个月持有期混合型证券投资基金","2021-04-07","混合型基金"
"010801","长江量化消费精选股票型发起式证券投资基金","2021-01-27","股票型基金"
"010803","天弘庆享债券型发起式证券投资基金","2020-12-30","债券型基金"
"010805","西藏东财中证新能源汽车指数型发起式证券投资基金","2020-12-16","股票型基金"
"010807","融通稳信增益6个月持有期混合型证券投资基金","2022-01-25","混合型基金"
"010808","达诚策略先锋混合型证券投资基金","2020-12-25","混合型基金"
"010810","湘财久盈中短债债券型证券投资基金","2020-12-23","债券型基金"
"010813","华安添益一年持有期混合型证券投资基金","2021-03-09","混合型基金"
"010815","农银汇理新兴消费股票型证券投资基金","2021-03-03","股票型基金"
"010816","银华远兴一年持有期债券型证券投资基金","2021-02-08","债券型基金"
"010817","国联安鑫稳3个月持有期混合型证券投资基金","2021-06-22","混合型基金"
"010819","安信稳健回报6个月持有期混合型证券投资基金","2020-12-22","混合型基金"
"010822","景顺长城顺安回报混合型证券投资基金","2021-08-10","混合型基金"
"010824","天弘创新成长混合型发起式证券投资基金","2021-02-05","混合型基金"
"010826","大成产业趋势混合型证券投资基金","2021-02-09","混合型基金"
"010828","国寿安保稳悦混合型证券投资基金","2021-03-18","混合型基金"
"010830","国泰通利9个月持有期混合型证券投资基金","2021-02-05","混合型基金"
"010832","国泰合益混合型证券投资基金","2021-02-01","混合型基金"
"010834","国泰同益18个月持有期混合型证券投资基金","2021-04-28","混合型基金"
"010836","国泰瑞泰纯债债券型证券投资基金","2021-07-08","债券型基金"
"010837","格林泓景债券型证券投资基金","2021-01-27","债券型基金"
"010839","易方达瑞安灵活配置混合型发起式证券投资基金","2021-01-08","混合型基金"
"010843","富国天润回报混合型证券投资基金","2021-03-02","混合型基金"
"010845","泰达宏利波控回报12个月持有期混合型证券投资基金","2021-01-19","混合型基金"
"010846","南方卓越优选3个月持有期混合型证券投资基金","2021-02-09","混合型基金"
"010848","渤海汇金兴荣一年定期开放债券型发起式证券投资基金","2021-08-10","债券型基金"
"010850","海富通富利三个月持有期混合型证券投资基金","2021-07-20","混合型基金"
"010852","中欧内需成长混合型证券投资基金","2021-08-03","混合型基金"
"010854","汇添富沪深300基本面增强指数型证券投资基金","2021-01-20","股票型基金"
"010856","民生加银恒泽债券型证券投资基金","2020-12-03","债券型基金"
"010857","宝盈祥乐一年持有期混合型证券投资基金","2021-07-21","混合型基金"
"010859","富国中债0-2年国开行债券指数证券投资基金","2020-12-22","债券型基金"
"010861","长信企业优选一年持有期灵活配置混合型证券投资基金","2021-03-10","混合型基金"
"010863","鹏华安裕5个月持有期混合型证券投资基金","2021-02-03","混合型基金"
"010864","泓德卓远混合型证券投资基金","2020-12-22","混合型基金"
"010866","嘉实福康稳健养老目标一年持有期混合型基金中基金(FOF)","2022-01-11","FOF"
"010868","华宝安盈混合型证券投资基金","2021-06-08","混合型基金"
"010869","汇添富稳健欣享一年持有期混合型证券投资基金","2021-04-30","混合型基金"
"010870","汇添富稳健鑫添益六个月持有期混合型证券投资基金","2021-03-25","混合型基金"
"010872","博时沪深300指数增强发起式证券投资基金","2020-12-30","股票型基金"
"010874","泰康品质生活混合型证券投资基金","2020-12-30","混合型基金"
"010876","浙商智选先锋一年持有期混合型证券投资基金","2021-08-10","混合型基金"
"010878","诺德优势产业混合型证券投资基金","2021-03-30","混合型基金"
"010879","南方宝升混合型证券投资基金","2021-01-12","混合型基金"
"010881","南方宝顺混合型证券投资基金","2021-03-23","混合型基金"
"010884","中银臻享债券型证券投资基金","2021-05-31","债券型基金"
"010885","长盛优势企业精选混合型证券投资基金","2021-02-02","混合型基金"
"010887","南方消费升级混合型证券投资基金","2021-01-14","混合型基金"
"010890","交银施罗德鸿福六个月持有期混合型证券投资基金","2021-03-30","混合型基金"
"010892","中银证券精选行业股票型证券投资基金","2021-01-20","股票型基金"
"010894","鹏华汇智优选混合型证券投资基金","2021-01-08","混合型基金"
"010896","太平价值增长股票型证券投资基金","2021-04-21","股票型基金"
"010898","银河产业动力混合型证券投资基金","2021-01-25","混合型基金"
"010899","上银慧恒收益增强债券型证券投资基金","2021-01-20","债券型基金"
"010900","中欧生益稳健一年持有期混合型证券投资基金","2021-01-12","混合型基金"
"010902","博时成长领航灵活配置混合型证券投资基金","2021-01-21","混合型基金"
"010904","博时双季鑫6个月持有期混合型证券投资基金","2021-01-20","混合型基金"
"010906","博远优享混合型证券投资基金","2021-03-30","混合型基金"
"010908","大成沪深300指数增强型发起式证券投资基金","2021-02-23","股票型基金"
"010912","国泰成长价值混合型证券投资基金","2021-03-23","混合型基金"
"010914","长盛成长精选混合型证券投资基金","2021-03-22","混合型基金"
