"MasterFundCode","Symbol","ShortName","InceptionDate"
"000001","000001","华夏成长混合","2001-12-18"
"000003","000003","中海可转债A","2013-03-20"
"000003","000004","中海可转债C","2013-03-20"
"000005","000005","嘉实增强信用定期债券","2013-03-08"
"000006","000006","西部利得量化成长混合A","2019-03-19"
"000007","000007","鹏华国企债债券","2013-03-08"
"000008","000008","嘉实中证500ETF联接A","2013-03-22"
"000009","000009","易方达天天理财货币A","2013-03-04"
"000009","000010","易方达天天理财货币B","2013-03-04"
"000011","000011","华夏大盘精选混合A/B","2004-08-11"
"000009","000013","易方达天天理财货币R","2013-03-04"
"000014","000014","华夏聚利债券","2013-03-19"
"000015","000015","华夏纯债A","2013-03-08"
"000015","000016","华夏纯债C","2013-03-08"
"000017","000017","财通可持续混合","2013-03-27"
"000020","000020","景顺长城品质投资混合","2013-03-19"
"000021","000021","华夏优势增长混合","2006-11-24"
"000022","000022","南方中票A","2013-05-03"
"000022","000023","南方中票C","2013-05-03"
"000024","000024","大摩双利增强债券A","2013-03-26"
"000024","000025","大摩双利增强债券C","2013-03-26"
"000026","000026","泰达信用合利债券A","2013-03-19"
"000026","000027","泰达信用合利债券B","2013-03-19"
"000028","000028","华富安鑫债券","2013-04-24"
"000029","000029","富国宏观策略灵活配置混合A","2013-04-12"
"000030","000030","长城核心优选混合","2013-04-18"
"000031","000031","华夏复兴混合A","2007-09-10"
"000032","000032","易方达信用债债券A","2013-04-24"
"000032","000033","易方达信用债债券C","2013-04-24"
"000037","000037","广发理财7天债券A","2013-06-20"
"000037","000037","广发景宁纯债A","2020-04-22"
"000037","000038","广发理财7天债券B","2013-06-20"
"000039","000039","农银汇理低估值高增长","2013-03-26"
"000041","000041","华夏全球精选QDII","2007-10-09"
"000042","000042","财通中证ESG100指数增强A","2013-03-22"
"000043","000043","嘉实美国成长股票(QDII)(人民币)","2013-06-14"
"000043","000044","嘉实美国成长股票(QDII)(美元现汇)","2013-06-14"
"000045","000045","工银产业债A","2013-03-29"
"000045","000046","工银产业债B","2013-03-29"
"000047","000047","华夏双债债券A","2013-03-14"
"000047","000048","华夏双债债券C","2013-03-14"
"000049","000049","中银标普全球资源等权重指数(QDII)A","2013-03-19"
"000050","000050","长盛纯债债券A","2013-03-13"
"000051","000051","华夏沪深300A","2009-07-10"
"000050","000052","长盛纯债债券C","2013-03-13"
"000053","000053","鹏华永诚一年定期开放债券","2013-05-03"
"000054","000054","鹏华双债增利债券","2013-03-13"
"270042","000055","广发纳指100ETF联接美元(QDII)A","2015-01-16"
"000056","000056","建信消费升级混合","2013-06-14"
"000057","000057","中银消费主题混合","2013-04-25"
"000058","000058","国联安灵活配置混合","2013-04-23"
"000059","000059","国联安中证医药100A","2013-08-21"
"000060","000060","国联安股债动态","2013-06-26"
"000061","000061","华夏盛世混合","2009-12-11"
"000062","000062","银华量化","2013-05-22"
"000063","000063","长盛电子信息主题混合","2013-05-10"
"000064","000064","大摩18个月定期开放债券","2013-06-25"
"000065","000065","富兰克林国海焦点驱动灵活配置","2013-05-07"
"000066","000066","诺安鸿鑫混合A","2013-05-03"
"000067","000067","民生加银转债优选A","2013-04-18"
"000067","000068","民生加银转债优选C","2013-04-18"
"000069","000069","国投中高A","2013-05-14"
"000069","000070","国投中高C","2013-05-14"
"000071","000071","华夏恒生ETF联接A","2012-08-21"
"000072","000072","华安稳健回报混合A","2013-05-14"
"000073","000073","上投摩根成长动力混合A","2013-05-15"
"000074","000074","工银信用纯债一年定开债券A","2013-05-22"
"000071","000075","华夏恒生ETF联接(美元汇)","2012-08-21"
"000071","000076","华夏恒生ETF联接(美元钞)","2012-08-21"
"000074","000077","工银信用纯债一年定开债券C","2013-05-22"
"000078","000078","工银信用纯债三个月定开债券A","2013-06-24"
"000078","000079","工银信用纯债三个月定开债券C","2013-06-24"
"000080","000080","天治可转债A","2013-06-04"
"000080","000081","天治可转债C","2013-06-04"
"000082","000082","嘉实研究阿尔法股票","2013-05-28"
"000083","000083","汇添富消费行业混合","2013-05-03"
"000084","000084","博时安盈债券A","2013-04-23"
"000084","000085","博时安盈债券C","2013-04-23"
"000086","000086","南方稳利A","2013-07-23"
"000087","000087","嘉实中证金边中期国债ETF联接A","2013-05-10"
"000087","000088","嘉实中证金边中期国债ETF联接C","2013-05-10"
"000089","000089","民生加银高等级信用债C","2013-04-25"
"000089","000090","民生加银高等级信用债A","2013-04-25"
"000091","000092","新双盈A","2013-05-09"
"000091","000093","新双盈B","2013-05-09"
"000103","000103","国泰中国企业境外高收益债券(QDII)","2013-04-26"
"000104","000104","华宸未来信用增利","2013-08-20"
"000104","000104","华宸未来稳健添利债券A","2018-08-22"
"000105","000105","建信安心回报债券A","2013-05-14"
"000105","000106","建信安心回报债券C","2013-05-14"
"000107","000107","富国稳健增强债券A/B","2013-05-21"
"000107","000109","富国稳健增强债券C","2013-05-21"
"000110","000110","金鹰元安混合A","2013-05-20"
"000111","000111","易方达纯债1年定期开放A","2013-07-30"
"000111","000112","易方达纯债1年定期开放C","2013-07-30"
"000113","000113","嘉实如意宝定期债券A/B","2013-06-04"
"000113","000115","嘉实如意宝定期债券C","2013-06-04"
"000116","000116","嘉实丰益纯债定期债券","2013-05-21"
"000117","000117","广发轮动配置混合","2013-05-28"
"000118","000118","广发聚鑫债券A","2013-06-05"
"000118","000119","广发聚鑫债券C","2013-06-05"
"000120","000120","中银美丽中国混合","2013-06-07"
"000121","000121","华夏永福混合A","2013-08-13"
"000122","000122","汇添富实业债债券A","2013-06-14"
"000122","000123","汇添富实业债债券C","2013-06-14"
"000124","000124","华宝服务优选混合","2013-06-27"
"000125","000125","上投摩根天颐年丰混合A","2013-07-18"
"000126","000126","招商安润灵活配置混合A","2013-04-19"
"000127","000127","农银行业领先","2013-06-25"
"000128","000128","大成景安短融债券A","2013-05-24"
"000128","000129","大成景安短融债券B","2013-05-24"
"000130","000130","大成景兴信用债债券A","2013-06-04"
"000130","000131","大成景兴信用债债券C","2013-06-04"
"000132","000132","中银理财21天债券A","2013-12-19"
"000132","000133","中银理财21天债券B","2013-12-19"
"000134","000134","理财28日盈A","2017-05-25"
"000134","000134","中信保诚嘉鸿债券A","2020-07-24"
"000134","000135","理财28日盈B","2017-05-25"
"000134","000135","中信保诚嘉鸿债券C","2020-07-24"
"000136","000136","民生加银策略精选混合A","2013-06-07"
"000137","000137","民生加银岁岁增利定期开放债券A","2013-08-01"
"000137","000138","民生加银岁岁增利定期开放债券C","2013-08-01"
"000139","000139","富国国有企业债债券A/B","2013-09-25"
"000139","000141","富国国有企业债债券C","2013-09-25"
"000142","000142","融通增强收益债券A","2013-05-30"
"000143","000143","鹏华双债加利债券A","2013-05-27"
"000145","000145","长盛季季红1年期定期开放债券A","2013-06-14"
"000145","000146","长盛季季红1年期定期开放债券C","2013-06-14"
"000147","000147","易方达高等级信用债债券A","2013-08-23"
"000147","000148","易方达高等级信用债债券C","2013-08-23"
"000149","000149","华安双债添利债券A","2013-06-14"
"000149","000150","华安双债添利债券C","2013-06-14"
"000151","000151","诺安信用债券一年定期开放","2013-06-18"
"000152","000152","大成景旭A","2013-07-23"
"000152","000153","大成景旭C","2013-07-23"
"000165","000165","国投瑞银策略精选混合","2013-09-27"
"000166","000166","中海信息产业精选混合","2013-07-31"
"000167","000167","广发聚优灵活配置A","2013-09-11"
"000169","000169","泰达宏利收益债券A","2013-06-14"
"000169","000170","泰达宏利收益债券B","2013-06-14"
"000171","000171","易方达裕丰回报债券A","2013-08-23"
"000172","000172","华泰柏瑞量化增强混合A","2013-08-02"
"000173","000173","汇添富美丽30混合A","2013-06-25"
"000174","000174","汇添富高息债债券A","2013-06-27"
"000174","000175","汇添富高息债债券C","2013-06-27"
"000176","000176","嘉实沪深300指数研究增强A","2014-12-26"
"000177","000177","嘉实丰益信用定期债券A","2013-08-21"
"000178","000178","博时灵活配置A","2013-11-08"
"000179","000179","广发美国房地产指数(QDII)(人民币)A","2013-08-09"
"000179","000180","广发美国房地产指数(QDII)(美元)A","2013-08-09"
"000181","000181","景顺长城四季金利纯债A","2013-07-30"
"000181","000182","景顺长城四季金利纯债C","2013-07-30"
"000183","000183","嘉实丰益策略定期债券","2013-07-30"
"000184","000184","工银添福债券A","2013-10-31"
"000184","000185","工银添福债券B","2013-10-31"
"000186","000186","华泰柏瑞季季红债券A","2013-11-14"
"000187","000187","华泰柏瑞丰盛纯债债券A","2013-09-02"
"000187","000188","华泰柏瑞丰盛纯债债券C","2013-09-02"
"000189","000189","易方达丰华债券A","2016-01-13"
"000190","000190","中银新回报混合A","2013-09-10"
"000191","000191","富国信用债债券A/B","2013-06-25"
"000191","000192","富国信用债债券C","2013-06-25"
"000193","000193","国泰美国房地产开发股票(QDII)","2013-08-07"
"000194","000194","银华信用四季红债券A","2013-08-07"
"000195","000195","工银成长收益混合A","2013-06-26"
"000195","000196","工银成长收益混合B","2013-06-26"
"000197","000197","富国目标收益一年期纯债债券","2013-06-27"
"000198","000198","天弘余额宝货币","2013-05-29"
"000199","000199","国泰量化策略收益混合A","2013-08-12"
"000200","000200","博时岁岁增利一年定期开放债券","2013-06-26"
"000201","000201","诺安泰鑫一年定期开放债A","2013-11-05"
"000202","000202","富国目标收益两年期纯债债券","2013-09-13"
"000203","000203","富兰克林国海日日收益货币A","2013-07-24"
"000203","000204","富兰克林国海日日收益货币B","2013-07-24"
"000205","000205","易方达投资级信用债债券A","2013-09-10"
"000205","000206","易方达投资级信用债债券C","2013-09-10"
"000207","000207","建信双债增强债券A","2013-07-25"
"000207","000208","建信双债增强债券C","2013-07-25"
"000209","000209","信诚新兴产业混合A","2013-07-17"
"000210","000210","光大保德信现金宝A","2013-09-05"
"000210","000211","光大保德信现金宝B","2013-09-05"
"000212","000212","泰信鑫益定期开放A","2013-07-17"
"000212","000213","泰信鑫益定期开放C","2013-07-17"
"000214","000214","广发成长优选混合","2013-12-11"
"000215","000215","广发趋势优选灵活配置混合A","2013-09-11"
"000216","000216","华安黄金易(ETF联接)A","2013-08-22"
"000216","000217","华安黄金易(ETF联接)C","2013-08-22"
"000218","000218","国泰黄金ETF联接A","2016-04-13"
"000219","000219","博时裕益灵活配置","2013-07-29"
"000220","000220","富国医疗保健行业混合A","2013-08-07"
"000221","000221","汇添富年年利定期开放债券A","2013-09-06"
"000221","000222","汇添富年年利定期开放债券C","2013-09-06"
"000225","000225","长盛年年收益定期开放债券A","2013-08-09"
"000225","000226","长盛年年收益定期开放债券C","2013-08-09"
"000227","000227","华安年年红债券A","2013-11-14"
"000235","000235","诺安稳固收益一年定期","2013-08-21"
"000236","000236","工银月月薪定期支付债券A","2013-08-14"
"000237","000237","国投瑞银岁添利一年期定期A","2013-08-21"
"000237","000238","国投瑞银岁添利一年期定期C","2013-08-21"
"000239","000239","华安年年盈定期开放债券A","2015-02-03"
"000239","000240","华安年年盈定期开放债券C","2015-02-03"
"213006","000241","宝盈核心优势混合C","2013-08-01"
"000242","000242","景顺长城策略精选灵活配置","2013-08-07"
"000244","000244","天弘稳利定期开放债券A","2013-07-19"
"000244","000245","天弘稳利定期开放债券B","2013-07-19"
"000246","000246","博时月月薪定期支付债券","2013-07-25"
"000247","000247","方正富邦互利定期开放","2013-09-11"
"000248","000248","汇添富中证主要消费ETF联接A","2015-03-24"
"000251","000251","工银金融地产混合A","2013-08-26"
"000252","000252","景顺景兴纯债A","2013-08-26"
"000252","000253","景顺景兴纯债C","2013-08-26"
"000254","000254","长城定期开放债券基金A","2013-09-06"
"000254","000255","长城定期开放债券基金C","2013-09-06"
"000256","000256","上投摩根红利回报A","2013-09-18"
"000257","000257","上投摩根岁岁盈定期开放债券A","2013-08-28"
"000257","000258","上投摩根岁岁盈定期开放债券C","2013-08-28"
"000259","000259","农银区间收益","2013-08-21"
"000260","000260","信诚定期支付","2013-09-12"
"000263","000263","工银信息产业混合A","2013-11-11"
"000264","000264","博时内需增长灵活配置混合型A","2013-07-15"
"000265","000265","易方达恒久1年定期债券A","2014-09-10"
"000265","000266","易方达恒久1年定期债券C","2014-09-10"
"000267","000267","广发集利一年定期开放债券A","2013-08-21"
"000267","000268","广发集利一年定期开放债券C","2013-08-21"
"000269","000269","嘉实合润双债两年期定期债券","2017-07-20"
"000270","000270","建信灵活配置混合","2013-09-03"
"000271","000271","中邮定期开放债券A","2013-11-05"
"000271","000272","中邮定期开放债券C","2013-11-05"
"000273","000273","华润元大安鑫灵活配置混合A","2013-09-11"
"000274","000274","广发亚太中高收益债券(QDII)(人民币)A","2013-11-28"
"000274","000275","广发亚太中高收益债券(QDII)(美元)A","2013-11-28"
"000277","000277","博时双月薪定期支付债券","2013-10-22"
"000278","000278","融通通泽灵活配置混合","2013-08-30"
"000279","000279","华商红利优选灵活配置","2013-09-17"
"000280","000280","博时双债增强债券A","2013-09-13"
"000280","000281","博时双债增强债券C","2013-09-13"
"000284","000284","富安达信用纯债债券发起式A","2013-10-25"
"000284","000285","富安达信用纯债债券发起式C","2013-10-25"
"000286","000286","银华信用季季红债券A","2013-09-18"
"000287","000287","银华永利债券A","2014-01-22"
"000287","000288","银华永利债券C","2014-01-22"
"000289","000289","鹏华丰泰定期开放债券A","2013-09-24"
"000290","000290","鹏华全球高收益债(QDII)","2013-10-22"
"000291","000291","鹏华普悦债券","2018-05-15"
"000291","000292","鹏华丰信分级债券A","2013-10-22"
"000291","000293","鹏华丰信分级债券B","2013-10-22"
"000294","000294","华安生态优先混合A","2013-11-28"
"000295","000295","鹏华丰实定期开放债券A","2013-09-10"
"000295","000296","鹏华丰实定期开放债券B","2013-09-10"
"000297","000297","鹏华可转债债券A","2015-02-03"
"000298","000298","中海纯债A","2014-04-23"
"000298","000299","中海纯债C","2014-04-23"
"000300","000300","德邦德利货币A","2013-09-16"
"000300","000301","德邦德利货币B","2013-09-16"
"000302","000302","国泰淘金互联网债券","2013-11-19"
"000303","000303","长盛双月红定期债券A","2013-09-24"
"000303","000304","长盛双月红定期债券C","2013-09-24"
"000305","000305","中银中高等级债券A","2013-12-05"
"000306","000306","天弘弘利债券","2013-09-11"
"000307","000307","易方达黄金ETF联接A","2016-05-26"
"000308","000308","建信创新中国混合","2013-09-24"
"000309","000309","大摩品质生活股票","2013-10-29"
"000310","000310","安信永利信用A","2013-11-08"
"000311","000311","景顺长城沪深300指数增强A","2013-10-29"
"000312","000312","华安沪深300增强A","2013-09-27"
"000312","000313","华安沪深300增强C","2013-09-27"
"000314","000314","招商瑞丰灵活配置混合发起式基金A","2013-11-06"
"000315","000315","融通通祥一年目标触发式灵活配置混合","2013-10-22"
"000316","000316","中海瑞利六个月定期开放债券","2019-10-24"
"000316","000317","惠利A","2013-11-21"
"000316","000318","惠利B","2013-11-21"
"000319","000319","泰达淘利债券A","2014-08-06"
"000319","000320","泰达淘利债券C","2014-08-06"
"000322","000322","农银汇理14天理财债券A","2013-12-18"
"000322","000322","农银金汇债券A","2020-06-29"
"000322","000323","农银汇理14天理财债券B","2013-12-18"
"000324","000324","华润元大现金收益货币A","2013-10-29"
"000324","000325","华润元大现金收益货币B","2013-10-29"
"000326","000326","南方中小盘成长股票","2015-10-28"
"000327","000327","南方潜力新蓝筹混合A","2015-05-29"
"000328","000328","上投摩根转型动力灵活配置混合A","2013-11-25"
"000329","000329","鹏华丰饶定期开放债券","2016-08-24"
"000330","000330","汇添富现金宝货币A","2013-09-12"
"000331","000331","中加货币A","2013-10-21"
"000331","000332","中加货币C","2013-10-21"
"000333","000333","长城稳固收益债券A","2015-01-28"
"000333","000334","长城稳固收益债券C","2015-01-28"
"000310","000335","安信永利信用C","2013-11-08"
"000336","000336","农银汇理研究精选灵活配置","2013-11-05"
"000338","000338","鹏华双债保利债券","2013-09-18"
"000339","000339","长城医疗保健混合A","2014-02-28"
"000340","000340","嘉实新兴市场双币分级债券","2013-11-26"
"000340","000341","嘉实新兴市场A","2013-11-26"
"000342","000341","嘉实新兴市场C2","2015-11-26"
"000340","000342","嘉实新兴市场B","2013-11-26"
"000342","000342","嘉实新兴市场A1","2015-11-26"
"000343","000343","华夏财富宝A","2013-10-25"
"000345","000345","鹏华丰融定期开放债券","2013-11-19"
"000346","000346","建信安心回报6个月定期开放债券A","2013-11-05"
"000346","000347","建信安心回报6个月定期开放债券C","2013-11-05"
"000348","000348","广发中债金融债指数A","2013-11-07"
"000348","000349","广发中债金融债指数C","2013-11-07"
"000351","000351","富兰克林国海岁岁恒丰定期开放债券A","2013-11-20"
"000351","000352","富兰克林国海岁岁恒丰定期开放债券C","2013-11-22"
"003003","000353","华夏现金增利货币E","2013-10-28"
"000354","000354","长盛城镇化主题混合","2013-11-12"
"000355","000355","南方丰元A","2013-11-12"
"000355","000356","南方丰元C","2013-11-12"
"000440","000357","景祥A","2013-11-19"
"000440","000358","景祥B","2013-11-19"
"000359","000359","易方达易理财货币A","2013-10-24"
"000360","000360","年年有余A","2013-11-27"
"000360","000361","年年有余B","2013-11-27"
"000362","000362","国泰聚信价值优势灵活配置混合A","2013-12-17"
"000362","000363","国泰聚信价值优势灵活配置混合C","2013-12-17"
"000366","000366","汇添富新收益债券","2013-12-10"
"000366","000366","汇添富添富通货币A","2015-01-16"
"000367","000367","国泰安康定期支付混合A","2014-04-30"
"000368","000368","汇添富沪深300安中指数","2013-11-06"
"000369","000369","广发全球医疗保健(QDII)(人民币)A","2013-12-10"
"000369","000370","广发全球医疗保健(QDII)(美元)A","2013-12-10"
"000371","000371","民生加银现金宝货币A","2013-10-18"
"000372","000372","中银惠利半年定期开放债券","2013-11-07"
"000373","000373","华安中证细分医药ETF联接A","2014-11-28"
"000373","000376","华安中证细分医药ETF联接C","2014-11-28"
"000377","000377","上投摩根双债增利债券A","2013-12-11"
"000377","000378","上投摩根双债增利债券C","2013-12-11"
"000379","000379","平安日增利货币A","2013-12-03"
"000380","000380","景顺长城景益货币A","2013-11-26"
"000380","000381","景顺长城景益货币B","2013-11-26"
"000382","000383","恒利A","2013-12-09"
"000382","000384","恒利B","2013-12-09"
"000385","000385","景顺长城景颐双利A","2013-11-14"
"000385","000386","景顺长城景颐双利C","2013-11-14"
"000387","000387","泰达宏利瑞利债券A","2013-11-14"
"000387","000388","泰达宏利瑞利债券B","2013-11-14"
"000389","000389","广发天天红货币A","2013-10-22"
"000390","000390","华商优势行业混合","2013-12-11"
"000391","000391","招商标普指数(人民币)","2013-12-11"
"000391","000392","招商标普指数(美元)","2013-12-11"
"000391","000393","招商标普指数(港币)","2013-12-11"
"000394","000394","融通通源短融债券基金A","2013-12-31"
"000395","000395","汇添富安心中国债券A","2013-11-22"
"000395","000396","汇添富安心中国债券C","2013-11-22"
"000397","000397","汇添富全额宝货币","2013-12-13"
"000398","000398","华富恒鑫债券A","2013-12-18"
"000398","000398","华富灵活配置混合","2014-08-07"
"000398","000399","华富恒鑫债券C","2013-12-18"
"000400","000400","中融增鑫定期开放债券A","2013-12-03"
"000400","000401","中融增鑫定期开放债券C","2013-12-03"
"000402","000402","工银纯债债券A","2014-05-16"
"000402","000403","工银纯债债券B","2014-05-16"
"000404","000404","易方达新兴成长","2013-11-28"
"000405","000405","信诚月月定期支付","2013-12-30"
"000406","000406","汇添富双利增强债券A","2013-12-03"
"000406","000407","汇添富双利增强债券C","2013-12-03"
"000408","000408","民生加银城镇化混合A","2013-12-11"
"000409","000409","鹏华环保产业股票","2014-03-07"
"000410","000410","益民服务领先混合","2013-12-13"
"000411","000411","景顺长城优质成长股票","2014-01-02"
"000412","000412","国开岁月鎏金定开信用债A","2013-12-23"
"000412","000413","国开岁月鎏金定开信用债C","2013-12-23"
"000414","000414","嘉实绝对收益策略定期混合A","2013-12-06"
"000415","000415","大摩添利18个月开放债券A","2014-09-02"
"000415","000416","大摩添利18个月开放债券C","2014-09-02"
"000417","000417","国联安新精选","2014-03-04"
"000418","000418","景顺长城成长之星","2013-12-13"
"000419","000419","大摩优质信价纯债A","2014-11-25"
"000419","000420","大摩优质信价纯债C","2014-11-25"
"000421","000421","华泰柏瑞丰汇债券A","2014-12-11"
"000421","000422","华泰柏瑞丰汇债券C","2014-12-11"
"000423","000423","前海开源事件驱动混合A","2013-12-19"
"000424","000424","长盛添利宝货币A","2013-12-09"
"000424","000425","长盛添利宝货币B","2013-12-09"
"000426","000426","大成信用增利一年定期开放债A","2014-01-28"
"000426","000427","大成信用增利一年定期开放债C","2014-01-28"
"000428","000429","聚盈A","2013-11-14"
"000428","000430","聚盈B","2013-11-14"
"000431","000431","鹏华品牌传承混合","2014-01-28"
"000432","000432","中银优秀企业混合","2014-01-28"
"000433","000433","安信鑫发优选混合A","2013-12-31"
"000434","000434","新华壹诺宝货币A","2013-12-03"
"000435","000435","建信稳定添利债券A","2013-12-10"
"000436","000436","易方达裕惠定开混合发起式A","2013-12-17"
"000437","000437","融通通启一年定开债券A","2014-08-29"
"000437","000438","融通通启一年定开债券B","2014-08-29"
"000439","000439","国金鑫盈货币","2013-12-16"
"000452","000452","南方医药保健灵活配置混合A","2014-01-23"
"000453","000454","鑫利A","2014-01-21"
"000453","000455","鑫利B","2014-01-21"
"000457","000457","上投摩根核心成长股票A","2014-02-10"
"000458","000458","英大领先回报混合","2014-03-05"
"000462","000462","农银主题轮动灵活配","2015-04-10"
"000463","000463","华商双债丰利债券A","2014-01-28"
"000464","000464","嘉实活期宝货币","2013-12-18"
"000465","000465","景顺长城鑫月薪定期支付","2014-03-20"
"000466","000466","融通通瑞一年目标触发式债券","2014-03-21"
"000466","000466","融通通瑞债券A/B","2014-11-14"
"000467","000467","信诚惠报债券A","2016-04-07"
"000469","000469","富国目标齐利一年期纯债债券","2014-07-25"
"000471","000471","富国城镇发展股票","2014-01-28"
"000473","000473","广发集鑫债券A","2014-01-27"
"000473","000474","广发集鑫债券C","2014-01-27"
"000475","000475","广发天天利货币A","2014-01-27"
"000475","000476","广发天天利货币B","2014-01-27"
"000477","000477","广发主题领先混合","2014-07-31"
"000478","000478","建信中证500指数增强A","2014-01-27"
"000467","000479","信诚惠报债券B","2016-04-07"
"000480","000480","东方红新动力混合","2014-01-28"
"000463","000481","华商双债丰利债券C","2014-01-28"
"000483","000483","鑫元货币A","2013-12-30"
"000483","000484","鑫元货币B","2013-12-30"
"000485","000485","嘉实1个月理财债券A","2013-12-24"
"000485","000486","嘉实1个月理财债券E","2013-12-24"
"000487","000487","嘉实3个月理财债券A","2014-06-27"
"000487","000488","嘉实3个月理财债券E","2014-06-27"
"000489","000489","光大岁末红利A","2014-08-12"
"000489","000490","光大岁末红利C","2014-08-12"
"000493","000493","南方现金通A","2014-01-21"
"000493","000494","南方现金通B","2014-01-21"
"000493","000495","南方现金通C","2014-01-21"
"000496","000496","长安产业精选混合A","2014-05-07"
"000497","000497","财通纯债分级债券","2014-01-17"
"000497","000497","财通纯债债券A","2016-01-19"
"000497","000498","纯债A","2014-01-17"
"000497","000499","纯债B","2014-01-17"
"000500","000501","华富恒富分级债券A","2014-03-19"
"000502","000501","华富恒富18个月定开债C","2017-11-22"
"000500","000502","华富恒富分级债券B","2014-03-19"
"000502","000502","华富恒富18个月定开债A","2017-11-22"
"000503","000503","中信建投景和中短债A","2014-01-27"
"000503","000504","中信建投景和中短债C","2014-01-27"
"000505","000505","国寿安保货币A","2014-01-20"
"000505","000506","国寿安保货币B","2014-01-20"
"000507","000507","泰达宏利宏达混合A","2014-03-05"
"000507","000508","泰达宏利宏达混合B","2014-03-05"
"000509","000509","广发钱袋子货币A","2014-01-10"
"000510","000510","诺安永鑫一年定期开放债券","2014-06-24"
"000511","000511","国泰国策驱动灵活配置混合A","2014-02-17"
"000512","000512","国泰沪深300指数增强A","2014-05-19"
"000513","000513","富国高端制造行业股票A","2014-06-20"
"000516","000516","富国祥利一年期定期开放债券型A","2017-08-30"
"000516","000517","富国祥利一年期定期开放债券型C","2017-08-30"
"000520","000520","上银新兴价值成长混合","2014-05-06"
"000521","000521","诺安瑞鑫定开发起式债券","2017-12-28"
"000522","000522","华润元大信息传媒科技混合","2014-03-31"
"000523","000523","国投瑞银医疗保健混合A","2014-02-25"
"000524","000524","上投摩根民生","2014-03-14"
"000526","000526","国泰浓益灵活配置混合A","2014-03-04"
"000527","000527","南方新优享A","2014-02-26"
"000528","000528","工银薪金货币A","2014-01-27"
"000529","000529","广发竞争优势混合A","2014-03-12"
"000530","000530","招商丰盛稳定增长混合A","2014-03-20"
"000531","000531","东吴阿尔法灵活A","2014-03-19"
"000532","000532","景顺长城优势企业混合","2014-03-19"
"000533","000533","永赢货币A","2014-02-27"
"000534","000534","长盛高端装备","2014-03-25"
"000535","000535","长盛航天海工","2014-03-11"
"000536","000536","前海开源可转债债券","2014-03-25"
"000538","000538","诺安优势行业A","2014-03-13"
"000539","000539","中银活期宝货币A","2014-02-14"
"000540","000540","国金金腾通货币A","2014-02-17"
"000541","000541","华商创新成长","2014-03-18"
"000542","000542","上银慧财宝A","2014-02-27"
"000542","000543","上银慧财宝B","2014-02-27"
"000545","000545","中邮核心竞争力灵活配置混合","2014-04-23"
"000546","000546","兴业定期开放A","2014-03-13"
"000547","000547","建信健康民生混合A","2014-03-21"
"000548","000548","鹏华聚财通货币","2017-05-18"
"000549","000549","华安大国新经济股票A","2014-04-14"
"000550","000550","广发新动力混合","2014-03-19"
"000551","000551","信诚幸福消费混合","2014-04-29"
"000552","000552","中加纯债一年A","2014-03-24"
"000552","000553","中加纯债一年C","2014-03-24"
"000554","000554","中国梦基金","2014-06-09"
"000556","000556","国投瑞银新机遇混合A","2014-03-11"
"000556","000557","国投瑞银新机遇混合C","2014-03-11"
"000558","000558","国投瑞银瑞易货币市场","2014-03-20"
"000559","000559","诺安天天宝A","2014-03-25"
"000559","000560","诺安天天宝E","2014-03-25"
"000561","000561","南方启元A","2014-07-25"
"000561","000562","南方启元C","2014-07-25"
"000563","000563","南方通利债券A","2014-04-25"
"000563","000564","南方通利债券C","2014-04-25"
"000566","000566","华泰柏瑞创新升级混合A","2014-05-06"
"000567","000567","广发聚祥灵活混合","2014-03-21"
"000569","000569","鹏华增值宝货币","2014-02-26"
"000571","000571","中邮双动力混合","2014-05-04"
"000572","000572","中银多策略混合A","2014-03-31"
"000573","000573","天弘通利混合","2014-03-14"
"000574","000574","宝盈新价值混合A","2014-04-10"
"000575","000575","兴全添利宝货币","2014-02-27"
"000576","000576","中邮货币A","2014-05-28"
"000577","000577","安信价值精选股票","2014-04-21"
"000578","000578","鑫元恒鑫收益增强债券A","2014-04-17"
"000578","000579","鑫元恒鑫收益增强债券C","2014-04-17"
"000576","000580","中邮货币B","2014-05-28"
"000581","000581","嘉实活钱包货币A","2014-03-17"
"000583","000583","江信聚福","2014-05-29"
"000584","000584","新华鑫益灵活配置混合C","2014-04-16"
"000585","000585","嘉实对冲套利定期混合A","2014-05-16"
"000586","000586","景顺长城中小创精选股票","2014-04-30"
"000587","000587","大成灵活配置混合","2014-05-14"
"000588","000588","招商招钱宝货币A","2014-03-25"
"000589","000589","光大保德信银发商机主题混合","2014-04-29"
"000590","000590","华安新活力灵活配置混合A","2014-04-01"
"000591","000591","中银健康生活混合","2014-05-20"
"000592","000592","建信改革红利股票A","2014-05-14"
"118002","000593","易方达标普消费品指数(美元现汇)","2014-03-28"
"000594","000594","大摩进取优选股票","2014-05-29"
"000595","000595","嘉实泰和混合","2014-04-04"
"000596","000596","前海开源中证军工指数A","2014-05-27"
"000597","000597","中海积极收益灵活配置混合","2014-05-26"
"000598","000598","长盛生态环境混合","2014-09-10"
"000599","000599","信诚薪金宝货币","2014-05-14"
"000600","000600","汇添富和聚宝货币A","2014-05-28"
"000601","000601","华宝创新优选混合","2014-05-14"
"000602","000602","富国安益A","2014-05-26"
"000603","000603","易方达创新驱动混合","2015-02-13"
"000604","000604","银华多利宝货币A","2014-04-25"
"000604","000605","银华多利宝货币B","2014-04-25"
